,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49
gene_62,0,3.8661464,0.4525954,0,1.7111424,0.5154097,5.1244605,0.4418022,4.0912174,0.7242137,2.2796496,0,0.8353582,0,0.7791336,0.9218171,8.2871167,0,1.6979072,0.5592471,4.3627574,3.1906307,7.524001,0,0.2836848,5.3560628,4.2324305,1.3860936,6.035074,0.7051375,3.6300326,0,0.4729036,0.6092822,0,0,5.5529672,11.647265,0.4330663,4.4848084,1.0074826,1.417542,1.1241296,0,0,0.3132459,0.9127265,3.8964075,1.7916891,2.2799764
gene_63,1.598651,0.3236583,1.3068455,1.4640932,4.1046302,1.8384274,3.9323069,1.9509909,2.7076352,0.7242137,3.3214231,4.5431123,2.0486896,4.0711277,2.4050393,4.6266144,3.4294821,4.3130064,2.1784916,0.9612529,2.7654711,7.6041677,6.5199759,5.469072,6.2433301,3.0258616,3.3418435,5.0209244,6.0901929,4.8913949,4.4348083,1.5588554,3.1932356,2.9692518,2.8157189,2.8572844,4.0498747,3.284218,3.9404675,3.5745254,4.5378986,1.0801119,2.0516853,5.552291,4.0677764,1.295723,1.4673838,1.6750933,3.6959048,2.8197908
gene_64,7.991964,9.926495,7.5444,8.107191,9.85357,8.938053,8.921029,8.983549,10.692537,9.208681,9.152401,11.335474,10.2626,7.443466,10.117059,9.319008,10.577457,10.980147,12.223978,8.389317,10.652253,11.303507,10.679304,7.985785,12.187349,10.722833,7.712555,10.276497,9.034857,9.705479,9.560272,9.974228,12.046265,8.82645,8.88982,9.947448,8.455993,9.25342,8.923292,8.094869,11.480876,7.662996,9.743941,10.374887,10.979261,10.706116,7.213308,8.698698,8.912359,9.428637
gene_65,10.427753,9.334065,11.38799,10.499407,10.554272,11.159487,10.226484,10.666038,9.604726,10.94782,9.978753,11.01685,10.946292,10.716785,10.479194,10.075827,10.451294,10.518014,10.314606,10.293322,9.551929,9.518618,11.07596,9.966122,9.595802,10.71585,10.589801,10.241364,10.491011,10.111892,11.312219,10.270517,10.504859,9.99424,10.570861,10.094817,11.730054,10.35404,11.182469,9.615788,10.690635,10.751644,11.39442,11.07592,10.265252,11.007784,10.802226,10.597615,11.253274,8.991491
gene_66,10.734303,10.211499,10.163209,11.050209,11.875074,10.181873,9.868849,9.817161,9.515936,11.376771,10.790829,10.219011,9.496992,12.419834,10.373365,11.152031,12.687067,9.79294,10.324383,8.887428,9.579531,10.60916,12.511723,13.474593,10.741071,14.029175,7.839166,11.707105,10.705088,9.603966,11.907383,9.737107,9.695649,12.385445,10.52266,10.239408,10.550949,12.789236,12.095028,10.740557,10.514487,10.433763,10.25224,10.897626,9.785264,11.74732,10.041604,7.653411,10.228494,11.955178
gene_67,3.4780787,8.6058721,2.533663,1.4640932,4.7780719,1.1941501,8.1592962,2.0788489,9.9447252,0.7242137,5.1404637,1.7668072,2.5124545,3.0129798,2.3040437,4.9102434,10.9219079,3.5063607,3.1723915,2.7403232,5.69342,1.7324429,4.9485541,1.3406192,1.2040781,5.472413,0.5665716,2.7329204,1.8293625,0.7051375,4.9316358,4.5270954,3.5682997,4.5922417,3.880568,4.6351798,11.1255814,11.3645287,9.4643599,5.1132588,1.7474733,0.6388616,5.1379789,2.9185198,2.842114,5.1070476,2.1796703,3.8237799,6.445869,3.9378246
gene_68,8.538115,6.266046,8.082713,8.323843,6.558289,7.968454,8.334899,8.818119,7.334881,7.992242,7.237841,9.451786,9.290245,6.518718,6.989014,6.647953,7.563379,9.12222,8.207727,8.157766,8.888865,7.156801,8.276134,6.047322,9.784308,8.493271,7.529368,8.806053,6.236979,8.164148,9.502044,7.173597,8.179969,7.455007,9.049399,7.449272,9.204967,9.612015,9.023801,6.073687,9.603055,9.012122,9.204737,9.460716,9.247424,7.282755,7.870426,9.439018,6.822794,7.569711
gene_69,3.9260374,4.6666373,1.6830227,2.3844643,5.1455552,6.7933497,3.6023856,6.756623,6.6242281,4.9538193,7.0407062,4.2365692,6.1052402,4.361263,3.7959124,8.0393303,5.9234131,4.4897741,6.8868549,3.3882309,4.9241522,5.1944614,6.2313191,1.5438423,3.7191725,9.0986506,2.8585778,5.3695677,7.3614526,2.0536674,5.6358734,5.3308273,6.1852323,7.2361386,4.6213838,4.3030062,3.765365,7.3463098,5.7882211,5.4377671,5.0734304,3.225969,4.687839,4.3414308,3.3584103,6.9787562,3.6408523,3.8237799,4.899311,6.1824003
gene_70,8.23475,9.107447,4.947105,8.769891,7.69417,7.831035,6.687831,7.543782,6.595627,4.983851,8.032861,9.073044,9.038112,8.314792,6.96441,8.236191,11.312077,7.237478,7.628322,6.716621,4.740728,4.792496,8.543662,8.468653,6.354791,9.728004,8.754807,8.075126,8.234841,6.021864,7.375231,6.785407,8.366187,8.846352,6.098998,7.99662,6.484775,9.858803,9.654333,8.332225,7.525341,8.810286,8.228145,7.70662,7.920913,7.800156,7.678656,10.228001,7.195948,10.455646
gene_71,7.3779306,4.3121133,1.6830227,4.949633,5.133921,9.7097903,5.2649042,9.1745612,4.0912174,8.6058128,6.2953741,5.7513164,8.4202508,3.8392038,3.5534957,6.1266632,6.9114759,5.3303361,6.9555453,6.8048022,3.3308595,7.0638373,7.199584,0,3.8768803,9.9179583,1.5479433,6.8825819,5.424771,1.1767057,1.8030617,2.8405237,6.0733254,7.6712792,7.5311163,0.6488335,7.1515443,8.3024699,5.0070609,5.7961642,4.6582458,7.9001604,7.8739485,7.9096951,6.0398534,2.2133473,6.9192805,0.7916891,3.068086,4.5600729
gene_72,4.5114491,4.5161854,1.3068455,2.0586975,4.05615,8.3374257,4.7231435,6.2793784,5.5176946,7.2870197,7.0218128,5.1286893,5.2276872,4.2394515,3.5968398,6.9064337,4.5447636,4.6039645,6.4470105,3.3882309,8.8106648,6.1114028,4.6117213,1.103934,4.6509139,7.8564193,3.0382606,4.3479916,3.8578516,0.960141,5.5508668,3.8378121,5.0530505,6.6332263,5.1536716,4.1266343,3.9838327,6.3318557,6.2396806,4.3676646,4.8218071,3.043047,4.5969888,5.0256313,3.7002843,6.5564156,4.5276522,4.4243578,5.5677219,5.3458718
gene_73,8.727812,8.759459,10.00613,9.297597,9.43891,7.865968,8.692929,8.326236,10.208259,8.19843,9.315555,9.032952,8.807545,8.95558,9.221908,8.625734,9.536103,9.415277,8.896251,9.340507,9.818355,8.211368,9.181905,8.948668,9.648318,9.341021,9.443039,8.665489,8.483026,7.771225,9.630591,9.790922,9.092887,8.236387,9.215861,9.707913,8.950008,9.213612,9.460779,9.726237,8.78644,8.886986,8.776999,8.665784,8.842366,9.942641,7.568937,9.333433,8.80302,9.592081
gene_74,0,0.587845,0.4525954,3.1844707,1.8312692,0.8942939,0,3.1509658,0,0,0.8928184,0,0,0,2.1954736,0,0,0,0,0,0,1.8914192,0.4627853,0.4679055,0.2836848,1.0415934,1.2886539,0.8535167,0.4486896,1.8161081,0,3.2865411,0,0,0,1.094709,0.7999991,4.0648484,0.4330663,0,0,0,0,0,0,0,0,1.3000065,0,1.4075703
gene_75,7.3779306,6.3618122,2.533663,6.8929981,4.3046571,8.1840025,6.3600359,9.2855733,4.2252749,6.1315833,7.1360683,9.5501946,8.8813832,4.4185138,3.9708169,5.6365608,3.5633046,6.982697,9.5973915,7.8818053,3.0443417,5.7033056,6.5552149,1.103934,11.2702836,7.376108,11.7038084,6.3872074,5.4124665,1.6808194,4.4814927,1.8459516,8.5669559,7.5551489,7.862594,4.4224281,8.1331885,6.3628345,5.7973321,5.1132588,10.425069,7.910217,7.9144868,9.0850236,9.5665964,5.7706176,5.5513899,8.6680908,5.2586923,6.3180981
gene_76,5.5746556,1.8136068,3.4033768,4.847566,4.1046302,4.3141309,4.6985852,5.9353065,4.2879081,3.8114608,4.0376019,6.9649415,4.0262778,4.361263,2.7503064,5.4863379,2.3754009,7.3199972,5.0884554,4.5394814,5.102171,4.5517928,2.9649346,2.6699338,3.9798242,5.6194394,7.6688921,5.8849349,3.2312942,5.8273922,4.2313172,5.585927,6.2005338,4.4258621,4.4507362,4.1266343,2.8677384,4.7669184,5.5502943,6.2741535,4.5993237,3.3882998,5.0379137,7.2929382,6.4994553,5.1764105,3.6408523,2.2189671,4.4662682,4.9934026
gene_77,3.1881635,0.3236583,0,0,2.3961869,3.3243354,0,1.0530418,3.7787132,0.7242137,2.2796496,1.0214087,1.12201,1.4136482,0.7791336,1.8810381,0,3.0058491,4.1433934,2.7403232,0.4462562,2.7670615,1.5316185,0.4679055,1.4534386,2.6536104,0,2.2112926,3.5335758,0.3952822,0,0,1.3514587,5.6552287,1.9052739,0,0.7999991,1.458592,0.7657045,3.3458647,3.0720886,1.9204839,3.2107006,0,0,1.1456775,1.4673838,0,2.1754927,1.071694
gene_78,10.685783,9.698158,10.924182,10.265416,8.063196,10.417019,9.119177,9.644696,9.64299,9.637119,8.572359,9.500955,9.475494,10.644235,8.696877,7.762575,9.012393,8.927713,9.699539,10.003743,8.025527,9.105929,9.346421,8.742953,8.942866,8.291875,6.193356,9.412305,7.958906,6.647503,10.589408,8.529462,9.408417,8.945988,10.190257,9.60645,8.912327,8.678202,9.098322,9.363002,10.209137,9.929242,9.774563,10.513777,10.806679,9.33961,9.620013,7.883578,9.857236,9.130156
gene_79,8.434069,9.144467,7.860553,8.721417,8.039462,9.617388,7.846475,8.412201,9.912788,8.395654,8.584936,8.840026,8.426839,8.513455,9.179777,8.896036,8.53669,9.066652,9.066377,8.949544,9.450191,11.050543,7.503102,8.109026,9.666565,8.618998,8.984507,8.91376,8.814121,9.494134,7.913272,8.680683,9.262861,8.724394,8.840605,8.210852,9.118165,8.334077,8.156154,8.306595,9.332375,8.237621,9.022568,9.118401,8.68303,8.056871,7.768998,8.910945,9.270534,8.7544
gene_80,10.825428,10.377004,8.39215,10.381089,9.519909,9.156771,8.65354,9.662467,9.298044,9.429426,10.016836,8.934151,9.360783,10.327362,8.84775,8.806646,9.146805,8.342048,8.654822,8.931467,7.471911,9.093029,10.230117,9.881337,7.961044,9.288264,8.938577,9.867483,8.401319,8.69519,9.97298,8.498602,8.503603,9.964952,9.206504,9.83534,8.575713,9.306171,10.057911,10.458048,8.226012,9.889705,9.791448,8.881827,8.968174,8.639145,9.660839,9.984248,8.909218,9.030013
gene_81,6.426765,8.771882,5.811561,7.243736,7.2046,7.349082,7.5154,6.542201,7.257888,5.703851,7.052764,6.043981,6.371968,9.786802,8.975682,6.235394,9.172012,5.795422,5.938225,5.658111,7.963,5.554494,6.817674,7.697697,4.279798,6.980779,6.002849,8.423385,6.793181,9.497439,9.070193,6.988287,6.024639,6.968252,5.949332,8.088756,7.21217,6.186352,9.608079,8.731692,6.228132,6.65335,6.209691,6.208903,6.2477,8.297778,6.378167,6.275678,8.323595,6.587569
gene_82,8.691108,9.183683,8.50034,8.462666,8.307551,7.884439,8.42748,8.62092,10.291182,8.23947,8.630871,8.788314,8.935539,8.261023,7.81692,8.783404,9.667621,8.102747,8.195156,8.915993,7.30006,7.387785,10.143524,7.518653,7.26673,9.720785,9.576269,8.544443,9.007535,8.085988,8.54307,8.32998,8.359385,8.61457,8.616718,8.477677,8.012099,9.75023,8.109371,8.209941,8.073826,9.213731,9.002798,8.076762,8.357763,8.725155,8.561769,9.827073,8.573193,9.332095
gene_83,10.7965102,2.1767376,2.7857389,9.6347929,10.3371647,6.9317067,1.2249664,5.7168373,0.3523066,8.1627689,11.1208794,0.7541179,6.4409921,1.8057465,3.0287106,10.7494337,0.7639214,1.0775165,0,2.3955016,3.7747238,2.6825958,1.5316185,10.3235727,1.4534386,1.757706,1.2886539,8.9786533,1.4978423,0.7051375,9.3523061,10.7666614,1.734482,4.5279711,2.8157189,2.6113377,1.512328,2.1688987,8.2337012,11.0812637,1.5949784,6.7544065,4.892697,0.4956952,0.4252444,11.5571334,6.8213531,1.9725089,10.3178761,0
gene_84,4.267356,0.587845,0,6.2399231,3.8152168,0,0,1.8106899,0,0,4.8715776,0,0,0,0,6.8627613,2.2749474,0,0,0,0,0,0,4.1585148,0,1.8663937,0,2.2112926,1.4978423,2.4362152,2.5799283,5.4426483,0,0,0,0,0,2.1688987,3.5671073,9.1253076,0,0.6388616,0,0,0,4.2801991,1.8670266,0,5.5569842,0
gene_85,0,0.3236583,0,0,8.2548208,0,0,0,0.3523066,0,3.8786175,0.4257815,0,0.5018213,0,5.1471642,1.0336521,0.799336,0,0.9612529,11.575889,0,5.0343038,0,0.7242137,1.2160513,0.972325,0,0,0,9.6537067,4.3775333,1.5556689,0,0,2.1398624,0,1.8570255,0,0.9054279,1.0074826,0,0,1.7908971,0,2.8688645,0,4.3743718,8.9260083,0
gene_86,10.187896,11.34653,10.717599,10.588134,10.286835,11.588513,10.153248,10.493915,10.637005,12.237521,10.176497,10.580296,11.156197,10.166941,9.942242,10.525687,10.404865,10.937256,11.099775,10.959408,9.794409,11.619207,11.184739,10.622143,11.172471,10.74795,9.631555,9.449842,11.357827,10.149201,10.424712,10.869293,10.268051,9.487364,10.921067,9.801771,10.454813,10.393015,8.40291,10.163536,10.702355,10.841549,11.507468,10.694515,10.787527,10.841384,10.50472,10.52645,10.315093,10.404365
gene_87,0.5918709,4.9273466,5.1994329,3.0064417,3.2522037,3.1257503,3.2434863,1.9509909,4.3479349,1.2041407,3.6515569,9.4839568,2.9386057,1.8057465,4.8363736,2.9464314,2.5575326,7.187065,8.6305183,2.5198438,0.7865964,10.4589192,3.3330229,0.4679055,8.7912606,3.8836501,4.9001423,0.4889263,1.4978423,2.3496767,2.1879261,1.2000021,4.8350853,2.5183841,2.5710457,1.7099082,5.3967829,4.7669184,3.523863,3.4065095,8.5121321,2.9420828,1.5686159,7.789175,9.0004001,3.282425,0,3.7473015,4.4662682,4.1763148
gene_88,7.408398,11.801559,4.359676,5.983377,8.704509,4.461993,10.922778,5.20279,8.980962,2.77989,9.34151,11.894196,8.936697,9.104751,6.086467,9.710397,13.641894,11.503239,12.061317,9.001115,6.782762,12.489863,11.51998,8.752441,10.41366,12.156203,11.57052,7.35742,7.794981,4.622749,7.861261,9.541252,11.968382,7.67499,6.841407,7.046306,10.67809,12.577146,8.380353,9.967385,12.334656,8.188876,9.565268,11.990629,11.705356,8.765107,4.733127,12.7574,9.307843,10.268554
gene_89,13.230181,8.885272,13.892087,14.982962,6.47775,14.711403,7.227934,12.759622,8.571866,13.232785,6.612046,10.270038,12.816102,5.063904,5.686035,7.303571,8.472922,10.967176,11.035782,13.793105,7.667225,8.400102,10.842429,3.686769,11.819277,10.674166,8.648149,6.468324,9.750933,9.570269,6.030616,9.910981,10.391523,6.401772,12.034225,5.348732,9.289406,9.278006,5.414792,6.587445,10.525736,13.268846,12.529655,10.284396,10.358234,7.559897,9.427428,6.91773,7.641936,9.452705
gene_90,9.719182,9.79585,9.486537,10.544617,11.064837,9.900092,9.009801,8.471655,9.597017,9.721154,9.810008,10.124574,9.682615,10.073111,10.819053,10.812145,9.643266,9.88052,9.3081,8.274877,10.837415,7.963174,9.507654,9.499824,8.396506,10.167393,9.562569,8.389924,10.014802,9.624847,12.758964,13.30959,9.456122,7.567188,9.52848,12.216127,9.44706,10.794115,10.048405,8.166761,10.254178,9.299137,10.506208,9.302984,9.19438,11.307827,8.520752,10.642512,10.575019,9.868644
gene_91,4.2288572,3.1370608,0.4525954,3.696094,2.5441391,1.6538855,0.9196833,3.7968677,0.6353365,0,2.2796496,6.8321558,3.4849244,1.168642,0,0.9218171,6.0730361,4.5593694,5.291062,1.5331148,2.0916321,5.7764567,1.5316185,0,5.1252378,6.8193361,5.3716982,0,0,2.4362152,0.7750927,0,3.9765011,2.2260152,2.4311415,2.3146965,3.134451,5.7401747,2.0533547,3.2825584,4.0140517,4.4705304,1.3633954,6.6821659,7.4210634,1.776104,1.4673838,5.3128757,0.434775,4.6259426
gene_92,3.8264061,5.3214375,0.7965978,4.6188201,4.1046302,3.0529897,1.6911768,4.6849477,1.8030617,2.77989,5.9402819,6.8146658,4.5455298,1.6229772,1.8099494,5.9912225,6.8429411,5.248421,6.9923492,2.1092268,4.2297187,4.9987236,4.6338671,3.5039593,6.7363072,7.4673773,5.4211223,2.7329204,2.325703,2.6685049,3.3061601,2.5522295,4.0116298,3.8214245,4.3377396,5.0603933,4.1435893,6.6781705,5.3419466,4.7180437,4.5993237,5.0818977,2.3022898,6.3893827,6.8345343,6.3359584,5.6306297,5.4876053,3.3427396,7.0696699
gene_93,5.9974573,7.7160924,3.3522359,5.2720792,7.0787059,4.5171371,2.7646434,7.2933153,2.7674641,5.3494997,6.1977121,9.7486155,6.2828605,3.2203764,2.0780291,7.3076471,8.8455779,7.0845639,9.908277,3.8337402,6.7344793,8.0266673,6.9355423,4.3055255,9.8651966,11.153419,6.8149605,2.8179097,2.4270698,4.0393841,4.9812088,3.1349766,6.0649906,6.7220834,6.526061,5.483016,6.2237662,8.8508275,7.0048272,7.4881936,7.6369653,6.9555918,3.9588148,9.3670958,9.6335057,8.6840683,5.8001751,7.9029659,4.8296365,7.4790608
gene_94,4.4458194,0.8111422,3.18696,6.1498731,7.0847552,4.9567908,0.9196833,5.387004,0,4.3617613,7.5463312,1.7668072,5.424949,8.009448,7.4184261,8.1134244,0,0.4542812,0.4011936,5.8416788,5.5332643,0,4.7600506,8.8834498,0.7242137,4.2871324,0,8.0178941,3.3392514,8.0383539,6.4847327,5.9687428,0.4729036,5.6850066,5.9273679,7.3064901,0.4547023,2.8317557,4.6527962,7.5864946,2.0112451,7.3249186,8.8352957,0.8640177,1.6120694,8.1934022,6.7162776,0,8.9415729,1.9087361
gene_95,6.590142,7.263748,3.834489,5.866458,8.115371,8.118645,10.518987,9.423696,8.647458,7.467923,7.454176,9.362064,8.43667,4.809471,6.244695,8.48336,7.478389,8.059366,9.477934,8.570941,8.797798,8.678871,8.279648,5.296979,8.455751,9.232872,5.075019,7.502498,6.897301,6.142622,6.314673,7.353182,9.315634,6.633226,8.821468,7.285643,8.836483,7.784144,7.047451,5.862613,9.274704,7.560287,9.104208,8.537925,9.76608,7.103561,8.527669,1.675093,7.649536,9.597222
gene_96,8.647984,8.518523,7.47174,8.173747,8.32428,9.111574,9.470508,9.394806,8.003389,8.521294,8.2993,9.525542,8.540605,8.945877,7.87748,8.368969,8.663818,8.728121,9.368129,7.952456,8.017298,9.113341,8.894933,8.731787,8.301327,8.671438,8.459964,9.035214,7.533244,7.75448,9.315736,7.510305,8.887236,9.20859,8.700994,9.269424,8.066956,8.001504,9.071519,7.705923,9.005532,8.967863,8.892522,8.489366,8.593679,8.469894,10.250441,8.404209,7.598082,8.516839
gene_97,2.3383388,4.9510049,2.6226727,2.1756523,1.5800972,4.2175487,3.3098456,4.2138449,2.8801761,3.4302853,4.7156628,6.5655637,5.5143085,2.5830858,0.4414835,3.7087501,3.3328225,3.4091737,5.1678035,2.7403232,2.419485,3.742944,3.486946,0,4.6257322,5.9995401,0.972325,3.470628,4.0919114,1.1767057,3.4539389,2.5522295,6.6201714,4.5604643,3.0248515,1.4348817,2.1159987,6.6781705,3.2856981,2.4236857,5.6965197,2.2926934,3.2707083,3.492007,5.5631703,3.8897072,3.5349829,1.3000065,3.3919052,4.9934026
gene_98,9.713964,9.139329,9.844949,10.141073,10.453456,9.591126,9.764009,10.177781,11.039042,9.53843,10.483685,10.218176,9.600459,10.887761,11.950308,10.857017,10.919824,10.208027,10.426055,9.559113,11.827263,9.215523,11.344767,10.413046,11.328254,10.618679,10.587102,13.193062,10.73504,10.333513,11.695546,11.481915,9.931135,9.840655,9.791545,11.370573,10.892649,10.829889,12.264226,9.317207,9.986041,10.155172,10.050366,10.608846,10.689107,11.820339,9.646613,10.682213,11.131889,10.174701
gene_99,9.742431,9.298777,8.588606,8.617996,8.658565,9.584686,9.410339,8.616975,8.255331,9.843938,8.925943,9.371814,9.307312,9.559993,8.500882,9.075378,9.258736,10.146696,10.374029,8.976916,7.336105,8.361562,9.717286,8.366842,8.961924,9.352163,8.504593,8.033528,7.958379,8.875418,8.004013,7.926575,9.173607,9.705539,9.269477,8.092784,9.300469,9.704102,8.886477,9.656157,9.296506,9.198764,9.415471,10.095634,10.269664,9.02826,8.292069,8.915321,7.802839,9.023918
gene_100,9.067588,11.46307,11.520388,10.582518,10.803849,10.763046,9.86057,10.151664,11.165183,9.875324,10.625407,10.004347,10.242221,9.626804,10.148807,10.205537,10.092096,10.313756,10.014941,10.822013,12.323252,10.945415,10.700448,10.343275,11.16948,9.970652,10.848772,10.886832,11.588963,11.611029,10.401007,10.949805,10.336306,9.617561,10.300078,10.733753,10.147828,10.129257,9.84926,10.152513,10.120886,9.57576,9.548699,10.256622,9.951828,10.997723,9.488973,10.770606,10.971824,10.919675
gene_101,11.169925,11.414574,11.370627,11.087774,10.773716,11.001373,9.775062,10.650684,11.238864,11.266927,10.468492,10.529596,10.879392,11.133566,10.146085,10.174601,10.682143,10.042193,10.637694,10.701246,10.042672,10.555979,11.8493,10.004291,10.507537,10.680694,10.616567,11.003124,11.191571,11.337176,10.47136,10.377807,10.57808,10.733905,10.639513,10.776417,10.594129,10.828509,10.057437,11.136575,10.447868,10.804728,10.621612,10.450026,10.231497,10.757573,10.187414,10.652379,11.058364,11.326396
gene_102,10.071006,11.816728,10.085087,10.441461,10.363861,10.639956,9.658927,10.282764,11.273778,10.065524,10.601734,9.888947,10.016669,9.950492,9.525767,9.783964,10.455954,9.993788,9.842792,10.066843,9.979325,10.79604,10.987079,10.183251,10.249777,9.700738,10.475044,10.374029,11.329062,10.478547,10.41422,10.162379,10.247026,10.299883,9.423942,10.565016,9.851201,10.244982,9.775111,10.293667,9.958461,9.890552,10.399374,9.814808,9.519528,9.876815,10.16541,10.646469,10.254899,10.358486
gene_103,11.161,10.590905,10.589932,10.652926,10.840322,10.283783,9.764749,9.967226,9.72561,10.601826,10.067824,9.978067,10.346713,10.939711,10.298635,10.497842,9.920313,9.608246,9.95423,9.457838,8.794266,9.626425,9.65232,10.558325,9.182464,9.614244,9.917864,10.65418,10.682205,8.953614,10.907492,10.397717,9.980725,10.169687,10.294414,10.405652,10.167945,9.803422,10.152805,10.247275,9.689159,10.536364,10.465862,10.077136,10.276055,10.624073,10.255666,10.14286,10.016558,9.970394
gene_104,9.822995,9.256685,7.603322,10.582189,10.252287,10.544887,8.486059,9.607205,7.903587,8.356012,9.643807,10.363598,10.027007,9.036671,9.501031,9.620632,9.306442,10.229528,11.037986,9.065009,11.426396,9.649558,8.124059,10.752498,11.194985,10.280376,9.774688,10.803308,8.717402,10.580645,10.555931,9.431681,10.389018,10.224581,9.834699,11.136626,9.862157,9.008515,10.402319,9.117394,10.427187,9.001186,10.085247,9.902099,10.212873,10.002182,7.745452,10.019229,9.362829,10.955737
gene_105,8.653447,8.244759,2.438799,5.285154,5.340345,7.792439,7.992531,9.587183,5.735582,6.465446,6.773284,9.29899,8.660099,5.783514,5.256856,6.527231,6.62045,9.377241,8.08534,6.031177,6.909977,5.984831,7.142801,2.909466,7.355554,6.692204,4.470146,6.330478,5.374907,4.712194,4.997365,4.86885,8.633293,6.5628,7.606228,4.791262,7.724296,5.716385,8.626399,4.619008,8.354792,7.930128,7.7608,8.397623,9.895303,5.80231,7.304739,2.613037,5.148552,5.326196
gene_106,2.8249511,1.1747899,1.0741629,0.7685866,1.7111424,3.1950326,5.2979801,2.9648791,2.0153905,1.2041407,0,3.3601957,2.2991274,2.4792823,1.4803685,2.1946544,3.3328225,3.4585789,3.7206506,1.5331148,1.2927229,1.7324429,2.0092397,1.721985,2.5313191,2.5916315,0,1.7742494,1.0666059,2.8685287,0.439038,2.8405237,3.5682997,0.6092822,1.069221,0.6488335,2.5402753,1.458592,2.3787613,1.6702512,2.6755901,2.5883009,2.4129441,3.8611117,2.9738684,1.874797,4.7331265,1.3000065,1.0392788,1.4075703
gene_107,1.0102786,0,1.5071603,1.0394192,1.7111424,2.1489341,1.8777442,0.7795539,1.2528395,1.2041407,0.5144,2.2558632,2.0486896,0.5018213,1.9502071,1.6942562,1.6296597,2.5389602,1.9581003,0.9612529,1.2927229,0,0.4627853,1.8804896,1.5635975,0.3386811,2.1266425,0.4889263,1.2982477,2.1592417,1.8030617,2.7736799,0.4729036,1.0363275,0.6315234,2.1398624,0.7999991,0.9062749,0,3.2163307,2.0112451,1.0801119,0.8371359,2.229711,1.4404739,1.295723,0,0.7916891,0.434775,1.6798291
gene_108,1.0102786,0,0,0,0,0,0,0,0.8717648,0,0,0,0,0,0,0,0.4319973,0.4542812,0.4011936,0,1.2927229,0,0,0,0,0.3386811,0.5665716,0,1.0666059,1.1767057,0,0,0,0.6092822,0,0,1.0783366,0,0.4330663,0,1.2310022,0,0,0.8640177,0.4252444,0,0,1.3000065,0,0
gene_109,10.703047,9.547434,8.922439,9.919494,9.117207,10.320575,9.884584,9.782951,8.988838,9.539694,9.151359,9.905048,9.643537,9.489938,10.043602,9.107314,8.819061,10.10706,9.230143,9.880116,10.250985,9.556198,8.24769,8.441878,9.930267,8.468697,9.492045,9.644932,9.640523,9.232128,10.032487,10.849898,8.789436,9.460714,9.788862,9.772095,9.356181,9.302182,9.246351,8.915694,9.277838,9.770537,9.618202,9.35088,10.169725,9.008695,9.923314,9.480954,9.871879,9.039108
gene_110,11.406625,10.940431,11.642313,10.84092,10.333032,10.059507,10.370448,10.208247,9.078674,10.112166,11.245499,8.36275,9.970609,10.661529,9.234827,9.323134,9.871687,10.100754,9.150991,10.556793,9.293175,9.098132,9.290454,10.563806,9.049734,10.239909,11.025285,9.036322,10.243888,7.818314,10.096214,9.47441,8.01668,10.213773,11.538247,10.563397,10.166088,9.360904,10.380515,10.957189,8.297256,10.382905,10.064204,9.544721,8.183293,9.786211,11.200929,11.805103,9.564613,9.192347
