#Organism/Name	Size (Mb)	GC%	Genes	Proteins
Novosphingobium aromaticivorans DSM 12444	4.23331	65.1542	3997	3897
Thermoplasma volcanium GSS1	1.5848	39.9	1613	1543
Pyrococcus horikoshii OT3	1.7385	41.9	1890	1802
Aeropyrum pernix K1	1.6697	56.3	1752	1700
Aquifex aeolicus VF5	1.59079	43.3239	1605	1526
Nostoc punctiforme PCC 73102	9.05919	41.3416	7442	6966
Chlamydophila caviae GPIC	1.18136	39.1629	1031	974
Chlamydia muridarum str. Nigg	1.08045	40.2681	945	900
Chlamydia muridarum str. Nigg	1.07064	40.2	944	895
Bacillus halodurans C-125	4.20235	43.7	4076	3903
Ferroplasma acidarmanus fer1	1.93521	36.5	1935	1871
Streptomyces coelicolor A3(2)	9.05485	71.982	8299	8152
Sulfolobus tokodaii str. 7	2.69476	32.8	2904	2764
Cupriavidus metallidurans CH34	6.91335	63.5184	6326	6169
Carboxydothermus hydrogenoformans Z-2901	2.40152	42	2495	2406
Burkholderia xenovorans LB400	9.73114	62.6336	8627	8376
Wolbachia endosymbiont of Drosophila melanogaster	1.26778	35.2	1195	1073
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	0.703004	22.4962	681	631
Colwellia psychrerythraea 34H	5.37318	38	4549	4393
Ruegeria pomeroyi DSS-3	4.60105	64.0504	4412	4294
Oceanobacillus iheyensis HTE831	3.63053	35.7	3558	3432
Pyrococcus furiosus DSM 3638	1.90826	40.8	2088	1989
Methanothermobacter thermautotrophicus str. Delta H	1.75138	49.5	1858	1746
Methanosarcina acetivorans C2A	5.75149	42.7	4856	4611
Methanopyrus kandleri AV19	1.69497	61.2	1729	1687
Methanosarcina mazei Go1	4.09635	41.5	3492	3375
Chlorobium tepidum TLS	2.15495	56.5	2337	2245
Corynebacterium efficiens YS-314	3.2195	62.9346	2891	2793
Corynebacterium efficiens YS-314	3.19016	62.8	2836	2686
Thermosynechococcus elongatus BP-1	2.59386	53.9	2525	2476
Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	2.07576	37.6586	2061	1948
Saccharophagus degradans 2-40	5.05753	45.8	4184	4084
Trichodesmium erythraeum IMS101	7.75011	34.1	4844	4394
Shewanella oneidensis MR-1	5.13142	45.9276	4587	4214
Anaplasma phagocytophilum str. HZ	1.47128	41.6	1141	1058
Haloarcula marismortui ATCC 43049	4.27464	61.1403	4226	4100
Bordetella avium 197N	3.73225	61.6	3404	3284
Acidobacterium capsulatum ATCC 51196	4.12736	60.5	3396	3281
Neorickettsia sennetsu str. Miyayama	0.859006	41.1	794	753
Pectobacterium atrosepticum SCRI1043	5.06402	51	4462	4300
Salmonella bongori NCTC 12419	4.46011	51.3	4191	4010
Streptococcus uberis 0140J	1.85235	36.6	1858	1762
Chlamydophila abortus S26/3	1.14438	39.9	1006	930
Chlamydophila felis Fe/C-56	1.17379	39.3646	1023	969
Bacteroides thetaiotaomicron VPI-5482	6.2934	42.8231	4902	4816
Bacteroides thetaiotaomicron dnLKV9	6.23288	42.9	4747	4596
Rhodopirellula baltica SH 1	7.14558	55.4	7404	7325
Bartonella quintana str. Toulouse	1.58138	38.8	1349	1224
Rhodobacter capsulatus SB 1003	3.87192	66.5966	3634	3501
Clostridium tetani E88	2.87333	28.5917	2810	2706
Lactobacillus acidophilus NCFM	1.99356	34.7	1927	1832
Lawsonia intracellularis PHE/MN1-00	1.71901	33.0922	1469	1409
Helicobacter hepaticus ATCC 51449	1.79915	35.9	1814	1742
Bartonella henselae str. Houston-1	1.93105	38.2	1665	1525
Hyperthermus butylicus DSM 5456	1.66716	53.7	1763	1681
Leifsonia xyli subsp. xyli str. CTCB07	2.58416	67.7	2507	2160
Mannheimia haemolytica USDA-ARS-USMARC-185	2.54467	41	2498	2356
Lactobacillus plantarum WCFS1	3.34862	44.4501	3174	3063
Pediococcus pentosaceus ATCC 25745	1.83239	37.4	1795	1707
Lactobacillus brevis ATCC 367	2.34023	46.0393	2305	2174
Serratia marcescens	5.02987	59.8	4658	4537
Mycoplasma gallisepticum str. R(low)	1.0128	31.5	810	747
Candidatus Blochmannia floridanus	0.705557	27.4	628	582
Wolinella succinogenes DSM 1740	2.11036	48.5	2102	2034
Chromobacterium violaceum ATCC 12472	4.75108	64.8	4367	4195
Rickettsia sibirica 246	1.25002	32.5	1351	1227
Myxococcus xanthus DK 1622	9.13976	68.9	7248	7146
Mycoplasma arthritidis 158L3-1	0.820453	30.7	662	618
Nanoarchaeum equitans Kin4-M	0.490885	31.6	553	536
Photorhabdus luminescens subsp. laumondii TTO1	5.68899	42.8	4863	4620
Gloeobacter violaceus PCC 7421	4.65902	62	4482	4430
Onion yellows phytoplasma OY-M	0.853092	27.8	901	749
Methylobacillus flagellatus KT	2.97152	55.7	2815	2715
Moorella thermoacetica ATCC 39073	2.62878	55.8	2613	2463
Exiguobacterium sibiricum 255-15	3.04079	47.6793	3107	2986
Mesoplasma florum L1	0.793224	27	715	680
Crocosphaera watsonii WH 8501	6.23816	37.1	6311	5537
Rubrobacter xylanophilus DSM 9941	3.22575	70.5	3207	3101
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	4.95667	74.2104	4724	4564
Ehrlichia canis str. Jake	1.31503	29	972	925
Burkholderia sp. CCGE1002	7.88486	63.2559	7096	6798
Burkholderia sp. CCGE1003	7.04359	63.2315	6066	5911
Burkholderia sp. CCGE1001	6.83375	63.6189	5995	5857
Burkholderia vietnamiensis G4	8.39107	65.7274	7592	7357
Candidatus Protochlamydia amoebophila UWE25	2.41446	34.7	1938	1855
Methylibium petroleiphilum PM1	4.64364	68.7869	4511	4358
Propionibacterium acnes KPA171202	2.56026	60	2371	2277
Staphylococcus haemolyticus JCSC1435	2.69786	32.7885	2593	2470
Staphylococcus haemolyticus	2.52792	32.7	2454	2326
Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.686194	33.2	648	591
Brucella ovis ATCC 25840	3.27559	57.2	3185	2959
Campylobacter lari RM2100	1.57166	29.6177	1614	1534
Campylobacter upsaliensis RM3195	1.77383	34.3	1878	1753
Haloferax volcanii DS2	4.0129	65.4625	3925	3805
Haloferax volcanii DS2	3.86675	65.8	3808	3663
Mycoplasma bovis PG45	1.0034	29.3	865	788
Persephonella marina EX-H1	1.98397	37.1242	2078	2022
Simkania negevensis Z	2.62838	41.6242	2402	2346
Sulfurihydrogenibium azorense Az-Fu1	1.64088	32.8	1735	1667
Desulfuromonas acetoxidans DSM 684	3.82833	51.8	3363	3258
Chlorobium limicola DSM 245	2.76318	51.3	2530	2421
Chlorobium phaeovibrioides DSM 265	1.96686	53	1830	1765
Erwinia amylovora ATCC 49946	3.9056	53.6139	3521	3395
Proteus mirabilis HI4320	4.0999	38.8761	3747	3599
Wolbachia endosymbiont of Culex quinquefasciatus Pel	1.48246	34.2	1382	1273
Klebsiella oxytoca KCTC 1686	5.97411	56	5487	5315
Clostridium beijerinckii NCIMB 8052	6.00063	29.9	5231	5023
Candidatus Solibacter usitatus Ellin6076	9.96564	61.9	8117	7974
Citrobacter koseri ATCC BAA-895	4.73536	53.7998	4396	4241
Cronobacter sakazakii ATCC BAA-894	4.53078	56.7642	4221	4047
Prosthecochloris aestuarii DSM 271	2.5797	50.1104	2389	2302
Desulfotalea psychrophila LSv54	3.65963	46.6208	3279	3113
Rickettsia canadensis str. McKiel	1.15977	31.1	1002	902
Rickettsia akari str. Hartford	1.23106	32.3	1202	980
Streptomyces scabiei 87.22	10.1487	71.5	8690	8450
Acaryochloris marina MBIC11017	8.3616	46.9889	7469	7187
Pelodictyon phaeoclathratiforme BU-1	3.01824	48.1	2877	2736
Syntrophobacter fumaroxidans MPOB	4.99025	59.9	4207	4084
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	2.9362	44.9	2660	2548
Methanospirillum hungatei JF-1	3.54474	45.1	3397	3285
Thiomicrospira crunogena XCL-2	2.42773	43.1	2300	2237
Sulfurimonas denitrificans DSM 1251	2.20156	34.5	2189	2120
Thiobacillus denitrificans ATCC 25259	2.90981	66.1	2826	2756
Mannheimia succiniciproducens MBEL55E	2.31408	42.5	2170	2060
Nocardia farcinica IFM 10152	6.29234	70.6615	5873	5735
Photobacterium profundum SS9	6.40328	41.7454	5800	5397
Thermococcus kodakarensis KOD1	2.08874	52	2319	2231
Halorubrum lacusprofundi ATCC 49239	3.69258	63.9543	3523	3384
Nautilia profundicola AmH	1.67644	33.5	1774	1699
Aromatoleum aromaticum EbN1	4.72726	64.6764	4476	4288
Lactobacillus salivarius UCC118	2.13398	33.0066	2182	2013
Bacillus clausii KSM-K16	4.30387	44.8	4270	4125
Gluconobacter oxydans 621H	2.92238	60.8415	2781	2606
Pelobacter carbinolicus DSM 2380	3.66589	55.1	3386	3167
Wolbachia endosymbiont of Drosophila simulans wHa	1.2958	35.1	1182	1077
Wolbachia endosymbiont of Drosophila ananassae	1.44075	35.7	1382	1012
Actinobacillus succinogenes 130Z	2.31966	44.9	2188	2084
Agrobacterium vitis S4	6.32095	57.4965	5768	5549
marine actinobacterium PHSC20C1	2.77219	59.1	2667	2600
Bacteroides vulgatus ATCC 8482	5.16319	42.2	4198	3995
Enterobacter cloacae subsp. cloacae ATCC 13047	5.5988	54.5971	5639	5518
Pelobacter propionicus DSM 2379	4.24112	58.4603	3827	3709
Shewanella amazonensis SB2B	4.30614	53.6	3800	3638
Shewanella denitrificans OS217	4.54591	45.1	3930	3740
Shewanella frigidimarina NCIMB 400	4.84526	41.6	4175	4000
Xenorhabdus bovienii SS-2004	4.2255	45	3769	3536
Xenorhabdus nematophila ATCC 19061	4.58792	44.2609	4099	3723
Idiomarina baltica OS145	2.77027	47.3	2574	2474
Microscilla marina ATCC 23134	9.77123	40.6	7452	7192
Moraxella catarrhalis RH4	1.83669	41.6	1697	1610
Mycoplasma alligatoris A21JP2	0.97303	26.7	843	761
Mycoplasma fermentans JER	0.977524	26.9	857	781
Mycoplasma fermentans PG18	1.00401	26.9	908	826
Polaromonas naphthalenivorans CJ2	5.36614	61.6566	4957	4789
Citrobacter rodentium ICC168	5.44428	54.5286	5081	4780
Deinococcus geothermalis DSM 11300	3.24702	66.4409	3115	2994
Desulfotomaculum reducens MI-1	3.6081	42.3	3543	3392
Helicobacter mustelae 12198	1.5781	42.5	1512	1452
Heliobacterium modesticaldum Ice1	3.07541	57	2825	2627
Lentisphaera araneosa HTCC2155	6.02318	41	4932	4727
Listeria seeligeri serovar 1/2b str. SLCC3954	2.79764	37.4	2770	2661
Listeria welshimeri serovar 6b str. SLCC5334	2.81413	36.4	2843	2731
Nodularia spumigena CCY9414	5.31626	41.3	4626	4370
Oceanicaulis alexandrii DSM 11625	3.01843	62.5	2845	2787
Oceanicola batsensis HTCC2597	4.44039	66.1	4146	4045
Oceanicola granulosus HTCC2516	4.05314	70.3	3743	3604
Polaribacter irgensii 23-P	2.76346	34.6	2446	2388
Pseudoalteromonas atlantica T6c	5.18701	44.6	4420	4297
Pseudoalteromonas tunicata D2	4.99481	39.9	4298	4131
Pyrolobus fumarii 1A	1.84327	54.9	1951	1885
Roseiflexus castenholzii DSM 13941	5.7233	60.7	4601	4492
Arthrospira platensis NIES-39	6.78843	44.3	6044	5590
Caldicellulosiruptor saccharolyticus DSM 8903	2.97027	35.3	2825	2628
Herminiimonas arsenicoxydans	3.42431	54.3	3256	3167
Edwardsiella ictaluri 93-146	3.8123	57.4	3440	3191
Neisseria lactamica 020-06	2.22061	52.3	2131	1991
Nitrobacter hamburgensis X14	5.01152	61.6047	4751	4441
Nitrobacter winogradskyi Nb-255	3.40209	62	3270	3146
Nitrococcus mobilis Nb-231	3.62368	59.9	3313	3100
Aster yellows witches'-broom phytoplasma AYWB	0.72397	26.8254	674	556
Erythrobacter litoralis HTCC2594	3.0524	63.1	2956	2885
Parabacteroides distasonis ATCC 8503	4.81138	45.1	3980	3829
Bifidobacterium breve ACS-071-V-Sch8b	2.32749	58.7	1947	1831
Blastopirellula marina DSM 3645	6.66385	57	5466	5311
Clostridium ljungdahlii DSM 13528	4.63007	31.1	4234	4081
Rhodobacteraceae bacterium HTCC2083	4.01842	53.3	4062	3893
Psychroflexus torquis ATCC 700755	4.32183	34.5	3698	3546
Neptuniibacter caesariensis	3.92476	46.7	3645	3555
Bermanella marisrubri	3.55224	44	3307	3197
Photobacterium angustum S14	5.18154	39.8	4544	4321
Croceibacter atlanticus HTCC2559	2.95296	33.9	2693	2639
Leeuwenhoekiella blandensis MED217	4.24456	39.8	3675	3585
Pelagibaca bermudensis HTCC2601	5.48298	66.2	5074	4870
Flavobacteria bacterium BBFL7	3.10342	35	2780	2734
marine gamma proteobacterium HTCC2143	3.92563	47.2	3540	3438
gamma proteobacterium HTCC2207	2.63427	49.4	2367	2292
Aurantimonas manganoxydans SI85-9A1	4.32681	66.7	3978	3834
Maritimibacter alkaliphilus HTCC2654	4.53611	64.1	4426	4314
Mariprofundus ferrooxydans PV-1	2.99273	53.8	2769	2678
Bacillus weihenstephanensis KBAB4	5.87274	35.5202	5811	5565
Rhodococcus jostii RHA1	9.70274	66.9735	8812	8464
Candidatus Blochmannia pennsylvanicus str. BPEN	0.791654	29.6	652	604
Rickettsia felis URRWXCal2	1.58724	32.5609	1592	1302
Shewanella loihica PV-4	4.60259	53.7	4004	3855
Sphingopyxis alaskensis RB2256	3.37371	65.4569	3255	3176
Nitrosospira multiformis ATCC 25196	3.23431	53.835	2944	2826
Nitrosomonas eutropha C91	2.78182	48.5544	2694	2569
Ignicoccus hospitalis KIN4/I	1.29754	56.5	1499	1437
Psychrobacter cryohalolentis K5	3.1011	42.2468	2588	2510
Chlorobium chlorochromatii CaD3	2.57208	44.3	2109	2029
Sulfolobus acidocaldarius DSM 639	2.22596	36.7	2297	2224
Streptococcus sanguinis SK36	2.38843	43.4	2348	2270
Methanosphaera stadtmanae DSM 3091	1.7674	27.6	1586	1517
Pyrobaculum arsenaticum DSM 13514	2.12108	55.1	2407	2298
Pyrobaculum neutrophilum V24Sta	1.76982	59.9	2053	1966
Stigmatella aurantiaca DW4/3-1	10.2608	67.5	8213	8112
Stigmatella aurantiaca DW4/3-1	10.2654	67.4	8486	7885
Bacillus coagulans 2-6	3.07308	47.3	3058	2852
Desulfovibrio magneticus RS-1	5.31562	62.7043	4439	4325
Mycobacterium abscessus ATCC 19977	5.09049	64.1174	4992	4942
Vibrio sp. EJY3	5.45265	44.8552	4877	4693
Herbaspirillum seropedicae SmR1	5.51389	63.4	4796	4687
Shewanella violacea DSS12	4.9621	44.7	4117	3873
Xanthobacter autotrophicus Py2	5.6251	67.3763	5154	4960
Cupriavidus taiwanensis LMG 19424	6.47652	66.9835	5745	5579
Alkalilimnicola ehrlichii MLHE-1	3.27594	67.5	2912	2814
delta proteobacterium MLMS-1	6.05891	60.1	5846	5170
Mycobacterium vanbaalenii PYR-1	6.49186	67.8	6103	5963
Natronomonas pharaonis DSM 2160	2.7497	63.0807	2799	2714
Methanosaeta thermophila PT	1.87947	53.5	1781	1696
Halorhodospira halophila SL1	2.67845	68	2458	2375
Geobacter uraniireducens Rf4	5.13636	54.2	4490	4370
Acidiphilium cryptum JF-5	3.96308	67.0985	3599	3486
Candidatus Koribacter versatilis Ellin345	5.65037	58.4	4972	4860
Hahella chejuensis KCTC 2396	7.21527	53.9	6376	6222
Leuconostoc citreum KM20	1.89661	38.8804	1900	1778
Alkaliphilus oremlandii OhILAs	3.12356	36.3	3016	2878
Flavobacterium johnsoniae UW101	6.09687	34.1	5219	5099
Collimonas fungivorans Ter331	5.1869	59.6	4619	4495
Legionella longbeachae NSW150	4.14916	37.119	3560	3442
Acidothermus cellulolyticus 11B	2.44354	66.9	2217	2083
Yersinia mollaretii ATCC 43969	4.54946	49	4027	3888
Yersinia intermedia ATCC 29909	4.71132	47.4	4163	4037
Salinibacter ruber DSM 13855	3.58733	66.1179	2898	2833
Psychromonas ingrahamii 37	4.5596	40.1	3847	3644
Syntrophus aciditrophicus SB	3.1793	51.5	2967	2862
Ramlibacter tataouinensis TTB310	4.07019	70	3906	3806
Sinorhizobium medicae WSM419	6.81758	61.1627	6585	6213
Thermofilum pendens Hrk 5	1.81339	57.6792	1926	1866
Herpetosiphon aurantiacus DSM 785	6.78543	50.8853	5363	5278
Halothermothrix orenii H 168	2.57815	37.9	2452	2354
Candidatus Korarchaeum cryptofilum OPF8	1.59076	49	1697	1627
Chlorobium ferrooxidans DSM 13031	2.53896	50.1	2315	2206
Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1	2.15949	44.8	2161	2111
Deinococcus deserti VCD115	3.85533	62.9751	3556	3439
Aeromonas hydrophila subsp. hydrophila ATCC 7966	4.74445	61.5	4284	4119
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	2.61638	67.3	2313	2147
Chloroflexus aggregans DSM 9485	4.68493	56.4	3828	3679
Fervidobacterium nodosum Rt17-B1	1.94894	35	1854	1770
Rickettsiella grylli	1.58124	37.9	1469	1391
Pyrobaculum islandicum DSM 4184	1.8264	49.6	2075	1966
Pseudomonas entomophila L48	5.88878	64.2	5138	5003
Pseudomonas stutzeri A1501	4.56742	63.9	4192	4066
Clostridium novyi NT	2.54772	28.9	2381	2237
Streptococcus iniae SF1	2.14984	36.7	2196	2125
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	1.16078	34	1078	1022
Thermotoga petrophila RKU-1	1.82351	46.1	1850	1772
Granulibacter bethesdensis CGDNIH1	2.70836	59.1	2458	2355
Campylobacter concisus 13826	2.09941	39.2388	2114	2035
Campylobacter curvus 525.92	1.97126	44.5	1979	1896
Haloquadratum walsbyi DSM 16790	3.17936	47.8971	2827	2680
Verminephrobacter eiseniae EF01-2	5.59794	65.2627	4918	4691
Thermosipho melanesiensis BI429	1.91524	31.4	1973	1878
Helicobacter acinonychis str. Sheeba	1.55759	38.1915	1518	1365
Maricaulis maris MCS10	3.36878	62.7	3160	3064
Sphingomonas wittichii RW1	5.91525	67.9033	5418	5317
Frankia alni ACN14a	7.49793	72.8	6006	5805
Burkholderia phymatum STM815	8.67656	62.2803	7710	7419
Shewanella pealeana ATCC 700345	5.17458	44.7	4466	4264
Dinoroseobacter shibae DFL 12 = DSM 16493	4.41787	65.5105	4235	4115
Caldivirga maquilingensis IC-167	2.07757	43.1	2060	1996
Geobacter lovleyi SZ	3.99487	54.7653	3684	3589
Metallosphaera sedula DSM 5348	2.19152	46.2	2347	2273
Staphylothermus marinus F1	1.57048	35.7	1662	1598
Shewanella woodyi ATCC 51908	5.9354	43.7	5069	4858
Pseudomonas mendocina ymp	5.07281	64.7	4658	4547
Serratia proteamaculans 568	5.49566	55.0498	5107	4962
Burkholderia phytofirmans PsJN	8.21466	62.3159	7311	7134
Thermosinus carboxydivorans Nor1	2.88977	51.5	2877	2639
Parvibaculum lavamentivorans DS-1	3.91474	62.3	3710	3613
Shewanella piezotolerans WP3	5.39648	43.3	4588	4391
Rhodobacterales bacterium HTCC2255	2.2968	36.9	2226	2170
Petrotoga mobilis SJ95	2.16955	34.1	2014	1937
Geobacter bemidjiensis Bem	4.61515	60.3	4049	3921
Methanococcus vannielii SB	1.72005	31.3	1751	1675
Desulfococcus oleovorans Hxd3	3.94417	56.2	3374	3296
Methanocorpusculum labreanum Z	1.80496	50	1862	1782
Pyrobaculum calidifontis JCM 11548	2.00931	57.2	2200	2149
Borrelia duttonii Ly	1.57488	28.0227	1494	1368
Borrelia recurrentis A1	1.24216	27.5118	1168	1041
Candidatus Vesicomyosocius okutanii HA	1.02215	31.6	988	948
Rickettsia africae ESF-5	1.29092	32.4105	1408	1229
Rickettsia massiliae MTU5	1.37618	32.4911	1483	1152
Rhodospirillum centenum SW	4.35554	70.5	3934	3772
Labrenzia aggregata IAM 12614	6.56139	59.4	6075	5859
Methylophilales bacterium HTCC2181	1.30443	37.9	1351	1303
Alteromonadales bacterium TW-7	4.10495	39.7	3737	3548
marine gamma proteobacterium HTCC2080	3.57608	51.8	3147	3056
Methanoregula boonei 6A8	2.54294	54.5	2565	2488
Methanococcus aeolicus Nankai-3	1.5695	30	1544	1472
Geobacillus thermodenitrificans NG80-2	3.60801	48.8513	3569	3365
Shewanella sediminis HAW-EB3	5.51767	46.1	4711	4513
Flavobacteria bacterium BAL38	2.80699	31.4	2573	2476
Sagittula stellata E-37	5.26289	65	4962	4830
Rhodobacteraceae bacterium HTCC2150	3.5829	49.1	3521	3403
Finegoldia magna ATCC 29328	1.98674	32.0524	1888	1816
Pelotomaculum thermopropionicum SI	3.02537	53	2999	2853
Neorickettsia risticii str. Illinois	0.879977	41.3	807	759
Renibacterium salmoninarum ATCC 33209	3.15525	56.3	3221	2761
Acholeplasma laidlawii PG-8A	1.49699	31.9	1419	1363
Nitrosopumilus maritimus SCM1	1.64526	34.2	1840	1795
Aciduliprofundum boonei T469	1.48678	39.2	1568	1516
Aciduliprofundum boonei T469	2.98181	39.2	3155	2978
alpha proteobacterium BAL199	6.1027	65	5893	5675
Caminibacter mediatlanticus TB-2	1.66362	27.1	1792	1685
Flavobacteriales bacterium ALC-1	3.82571	32.4	3400	3287
gamma proteobacterium HTCC5015	2.62561	54	2441	2342
Kordia algicida OT-1	5.03313	34.3	4334	4205
Marinitoga piezophila KA3	2.24479	29.1839	2104	2025
Marinobacter algicola DG893	4.413	57	4075	3960
Coleofasciculus chthonoplastes PCC 7420	8.67904	45.4	6909	6524
Oceanibulbus indolifex HEL-45	4.10552	59.5	4021	3820
Plesiocystis pacifica SIR-1	10.5876	70.7	8249	7901
Rhodobacterales bacterium Y4I	4.34424	64.4	4141	3988
Roseobacter litoralis Och 149	4.74545	57.2249	4559	4431
Labrenzia alexandrii DFL-11	5.50483	56.4	5119	4996
Thermococcus barophilus MP	2.06424	41.7082	2247	2169
Verrucomicrobiae bacterium DG1235	5.77574	54.2	4627	4525
Vibrionales bacterium SWAT-3	5.83571	44.5	5231	4786
Desulfatibacillum alkenivorans AK-01	6.51707	54.5	5425	5300
Burkholderia ubonensis Bu	6.93253	67.3	6451	5603
Bacillus coahuilensis m4-4	3.38135	38.1	3612	2867
Methylobacterium populi BJ001	5.849	69.3702	5401	5259
Lysinibacillus sphaericus C3-41	4.81746	37.1451	4972	4771
Methanocella arvoryzae MRE50	3.17992	54.6	3112	3018
Elusimicrobium minutum Pei191	1.64356	40	1582	1519
Phenylobacterium zucineum HLK1	4.37923	71.0551	4264	4159
Flavobacterium psychrophilum JIP02/86	2.86038	32.5	2556	2446
Candidatus Amoebophilus asiaticus 5a2	1.88436	35	1492	1394
Opitutus terrae PB90-1	5.95761	65.3	4656	4518
Arthrobacter chlorophenolicus A6	4.98087	65.9781	4649	4472
Leptothrix cholodnii SP-6	4.9094	68.9	4361	4239
Campylobacter hominis ATCC BAA-381	1.71495	31.7051	1673	1585
Arthrobacter phenanthrenivorans Sphe3	4.53532	65.3822	4224	4051
Akkermansia muciniphila ATCC BAA-835	2.6641	55.8	2317	2220
Natranaerobius thermophilus JW/NM-WN-LF	3.19145	36.287	2998	2901
Macrococcus caseolyticus JCSC5402	2.21974	36.5846	2315	2213
Mycobacterium liflandii 128FXT	6.39954	65.5196	5514	4912
Shewanella halifaxensis HAW-EB4	5.22692	44.6	4462	4277
Methylobacterium nodulans ORS 2060	8.83902	68.485	8223	7797
Erwinia tasmaniensis Et1/99	4.06786	53.3601	3716	3545
Methylocella silvestris BL2	4.30543	63.1	3982	3836
Thermococcus onnurineus NA1	1.84761	51.3	2015	1936
Pedosphaera parvula Ellin514	7.41422	52.6	6281	6023
Beijerinckia indica subsp. indica ATCC 9039	4.41862	57.0207	3972	3788
Desulfobacterium autotrophicum HRM2	5.65778	48.7174	4958	4813
Gemmata obscuriglobus UQM 2246	9.16184	67.2	7543	7053
Candidatus Desulforudis audaxviator MP104C	2.34948	60.8	2266	2167
Gemmatimonas aurantiaca T-27	4.63696	64.3	3998	3892
Rhodococcus erythropolis PR4	6.89554	62.2948	6428	6278
Psychrobacter arcticus 273-4	2.6507	42.8	2231	2130
Methanococcoides burtonii DSM 6242	2.57503	40.8	2555	2429
Dechloromonas aromatica RCB	4.5011	59.2	4270	4156
Bdellovibrio bacteriovorus str. Tiberius	3.98859	49.9	3780	3734
Lactobacillus johnsonii NCC 533	1.99268	34.6	1900	1751
Prevotella ruminicola 23	3.61956	47.7	3012	2901
Picrophilus torridus DSM 9790	1.5459	36	1601	1545
Anabaena variabilis ATCC 29413	7.10575	41.3911	5808	5706
Mycoplasma synoviae 53	0.799476	28.5	722	658
Rickettsia typhi str. Wilmington	1.1115	28.9	866	817
Mycoplasma mobile 163K	0.777079	25	688	649
